source_file,bearing_id,label,N,M,F,run_id,channel_names,channel_lengths,channel_rasters,channel_xindices,finite,synchronized,sampling_raster,start_timestamp,stop_timestamp,accepted,rejection_reason
D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_1.mat,K001,0,N09,07,10,1,vibration_1|phase_current_1|phase_current_2,256823|256823|256823,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9924019165442665,4.992401916544266,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M01_F10_K001_11.mat,K001,0,N15,01,10,11,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002710912685343364,3.9972890873146567,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M01_F10_K001_12.mat,K001,0,N15,01,10,12,vibration_1|phase_current_1|phase_current_2,256085|256085|256085,HostService|HostService|HostService,2|2|2,True,True,HostService,0.992958385052255,4.992958385052255,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M01_F10_K001_13.mat,K001,0,N15,01,10,13,vibration_1|phase_current_1|phase_current_2,257110|257110|257110,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9923621382420044,4.9923621382420045,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M01_F10_K001_14.mat,K001,0,N15,01,10,14,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002653169988511342,3.9973468300114887,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M01_F10_K001_15.mat,K001,0,N15,01,10,15,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0029624142093228364,3.997037585790677,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M01_F10_K001_16.mat,K001,0,N15,01,10,16,vibration_1|phase_current_1|phase_current_2,256673|256673|256673,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9935571982045871,4.993557198204587,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M01_F10_K001_17.mat,K001,0,N15,01,10,17,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.00290082199936868,3.9970991780006315,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M01_F10_K001_18.mat,K001,0,N15,01,10,18,vibration_1|phase_current_1|phase_current_2,256002|256002|256002,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0026373442123425656,3.9973626557876574,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M01_F10_K001_19.mat,K001,0,N15,01,10,19,vibration_1|phase_current_1|phase_current_2,256002|256002|256002,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.003203222641296379,3.9967967773587034,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M01_F10_K001_2.mat,K001,0,N15,01,10,2,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.003069345129382136,3.996930654870618,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M01_F10_K001_20.mat,K001,0,N15,01,10,20,vibration_1|phase_current_1|phase_current_2,256000|256000|256000,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0026634353568370348,3.997336564643163,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M01_F10_K001_3.mat,K001,0,N15,01,10,3,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002914081433456033,3.997085918566544,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M01_F10_K001_4.mat,K001,0,N15,01,10,4,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0029919271432592032,3.9970080728567408,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M01_F10_K001_5.mat,K001,0,N15,01,10,5,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002621518436173789,3.997378481563826,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M01_F10_K001_6.mat,K001,0,N15,01,10,6,vibration_1|phase_current_1|phase_current_2,256575|256575|256575,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9923446015711146,4.992344601571115,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M01_F10_K001_7.mat,K001,0,N15,01,10,7,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002689954225011741,3.9973100457749884,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M01_F10_K001_8.mat,K001,0,N15,01,10,8,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002931190380665521,3.9970688096193343,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M01_F10_K001_9.mat,K001,0,N15,01,10,9,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0026929482907734016,3.9973070517092264,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_1.mat,K001,0,N15,07,04,1,vibration_1|phase_current_1|phase_current_2,258669|258669|258669,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0026612967384358486,3.997338703261564,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_10.mat,K001,0,N15,07,04,10,vibration_1|phase_current_1|phase_current_2,256003|256003|256003,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.00294658843315406,3.997053411566846,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_11.mat,K001,0,N15,07,04,11,vibration_1|phase_current_1|phase_current_2,256018|256018|256018,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002507316213550457,3.9974926837864495,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_12.mat,K001,0,N15,07,04,12,vibration_1|phase_current_1|phase_current_2,256000|256000|256000,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0027489800928844742,3.9972510199071154,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_13.mat,K001,0,N15,07,04,13,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0027190394352678707,3.997280960564732,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_14.mat,K001,0,N15,07,04,14,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0027562513954485068,3.9972437486045513,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_15.mat,K001,0,N15,07,04,15,vibration_1|phase_current_1|phase_current_2,257362|257362|257362,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9941568668042796,4.994156866804279,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_16.mat,K001,0,N15,07,04,16,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0026865324355698434,3.99731346756443,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_17.mat,K001,0,N15,07,04,17,vibration_1|phase_current_1|phase_current_2,261196|261196|261196,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002820837671164324,3.9971791623288357,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_18.mat,K001,0,N15,07,04,18,vibration_1|phase_current_1|phase_current_2,258654|258654|258654,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0026689957646801182,3.99733100423532,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_19.mat,K001,0,N15,07,04,19,vibration_1|phase_current_1|phase_current_2,256724|256724|256724,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9926209110685479,4.992620911068548,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_2.mat,K001,0,N15,07,04,2,vibration_1|phase_current_1|phase_current_2,260927|260927|260927,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002744275132401865,3.997255724867598,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_20.mat,K001,0,N15,07,04,20,vibration_1|phase_current_1|phase_current_2,256493|256493|256493,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9941102449231338,4.994110244923133,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_3.mat,K001,0,N15,07,04,3,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0027451305797623394,3.9972548694202374,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_4.mat,K001,0,N15,07,04,4,vibration_1|phase_current_1|phase_current_2,256100|256100|256100,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9940755993050345,4.9940755993050345,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_5.mat,K001,0,N15,07,04,5,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002642904620185649,3.9973570953798143,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_6.mat,K001,0,N15,07,04,6,vibration_1|phase_current_1|phase_current_2,256293|256293|256293,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9922633340718695,4.992263334071869,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_7.mat,K001,0,N15,07,04,7,vibration_1|phase_current_1|phase_current_2,256380|256380|256380,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9927988441195266,4.992798844119527,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_8.mat,K001,0,N15,07,04,8,vibration_1|phase_current_1|phase_current_2,256002|256002|256002,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0029718241302880547,3.997028175869712,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F04_K001_9.mat,K001,0,N15,07,04,9,vibration_1|phase_current_1|phase_current_2,256934|256934|256934,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9929870425388309,4.9929870425388305,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_1.mat,K001,0,N15,07,10,1,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.004969293716995771,3.9950307062830044,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_10.mat,K001,0,N15,07,10,10,vibration_1|phase_current_1|phase_current_2,257407|257407|257407,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9933634393774396,4.99336343937744,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_11.mat,K001,0,N15,07,10,11,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002717756264227159,3.9972822437357727,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_12.mat,K001,0,N15,07,10,12,vibration_1|phase_current_1|phase_current_2,257352|257352|257352,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9941038290679303,4.99410382906793,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_13.mat,K001,0,N15,07,10,13,vibration_1|phase_current_1|phase_current_2,256083|256083|256083,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9939990367662721,4.993999036766272,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_14.mat,K001,0,N15,07,10,14,vibration_1|phase_current_1|phase_current_2,256744|256744|256744,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9922462251246601,4.99224622512466,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_15.mat,K001,0,N15,07,10,15,vibration_1|phase_current_1|phase_current_2,256102|256102|256102,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9922470805720205,4.992247080572021,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_16.mat,K001,0,N15,07,10,16,vibration_1|phase_current_1|phase_current_2,256101|256101|256101,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9935302516127321,4.993530251612732,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_17.mat,K001,0,N15,07,10,17,vibration_1|phase_current_1|phase_current_2,257005|257005|257005,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9940490804368599,4.99404908043686,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_18.mat,K001,0,N15,07,10,18,vibration_1|phase_current_1|phase_current_2,256102|256102|256102,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9939156306486259,4.993915630648626,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_19.mat,K001,0,N15,07,10,19,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002814849539641003,3.997185150460359,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_2.mat,K001,0,N15,07,10,2,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.00298166177493351,3.9970183382250664,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_20.mat,K001,0,N15,07,10,20,vibration_1|phase_current_1|phase_current_2,256088|256088|256088,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9923206490450214,4.992320649045022,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_3.mat,K001,0,N15,07,10,3,vibration_1|phase_current_1|phase_current_2,256087|256087|256087,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9932642074836247,4.993264207483625,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_4.mat,K001,0,N15,07,10,4,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0026694234883603554,3.9973305765116396,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_5.mat,K001,0,N15,07,10,5,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0026151025809702313,3.9973848974190296,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_6.mat,K001,0,N15,07,10,6,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.005328153884714781,3.9946718461152853,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_7.mat,K001,0,N15,07,10,7,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002731443421994749,3.997268556578005,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_8.mat,K001,0,N15,07,10,8,vibration_1|phase_current_1|phase_current_2,256081|256081|256081,HostService|HostService|HostService,2|2|2,True,True,HostService,0.993991765463708,4.993991765463708,True,
D:\code\putest\PU-dataset-main\K001\K001\N15_M07_F10_K001_9.mat,K001,0,N15,07,10,9,vibration_1|phase_current_1|phase_current_2,256075|256075|256075,HostService|HostService|HostService,2|2|2,True,True,HostService,0.9936170795198203,4.9936170795198205,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_1.mat,K002,0,N09,07,10,1,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002750679222299022,3.997249320777701,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_10.mat,K002,0,N09,07,10,10,vibration_1|phase_current_1|phase_current_2,256279|256279|256279,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002721166414595923,3.997278833585404,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_11.mat,K002,0,N09,07,10,11,vibration_1|phase_current_1|phase_current_2,256000|256000|256000,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.003142044715753167,3.9968579552842467,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_12.mat,K002,0,N09,07,10,12,vibration_1|phase_current_1|phase_current_2,256003|256003|256003,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0028032890099436774,3.9971967109900564,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_13.mat,K002,0,N09,07,10,13,vibration_1|phase_current_1|phase_current_2,256008|256008|256008,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.003962842947379947,3.99603715705262,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_14.mat,K002,0,N09,07,10,14,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002799867235137521,3.9972001327648625,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_15.mat,K002,0,N09,07,10,15,vibration_1|phase_current_1|phase_current_2,256003|256003|256003,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002689087275788206,3.997310912724212,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_16.mat,K002,0,N09,07,10,16,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002797728625883673,3.997202271374116,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_17.mat,K002,0,N09,07,10,17,vibration_1|phase_current_1|phase_current_2,256000|256000|256000,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0027412693415820918,3.9972587306584177,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_18.mat,K002,0,N09,07,10,18,vibration_1|phase_current_1|phase_current_2,256387|256387|256387,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002672406123608193,3.997327593876392,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_19.mat,K002,0,N09,07,10,19,vibration_1|phase_current_1|phase_current_2,256006|256006|256006,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002683099169877432,3.9973169008301226,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_2.mat,K002,0,N09,07,10,2,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0027087624809236056,3.9972912375190766,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_20.mat,K002,0,N09,07,10,20,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0027819029174051997,3.997218097082595,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_3.mat,K002,0,N09,07,10,3,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0027622277122698,3.9972377722877304,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_4.mat,K002,0,N09,07,10,4,vibration_1|phase_current_1|phase_current_2,256000|256000|256000,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0026651348521451105,3.997334865147855,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_5.mat,K002,0,N09,07,10,5,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002653158640323563,3.9973468413596764,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_6.mat,K002,0,N09,07,10,6,vibration_1|phase_current_1|phase_current_2,255999|255999|255999,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0029059422541283715,3.997094057745872,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_7.mat,K002,0,N09,07,10,7,vibration_1|phase_current_1|phase_current_2,256000|256000|256000,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002727582242357466,3.9972724177576424,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_8.mat,K002,0,N09,07,10,8,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002809704837705221,3.997190295162295,True,
D:\code\putest\PU-dataset-main\K002\K002\N09_M07_F10_K002_9.mat,K002,0,N09,07,10,9,vibration_1|phase_current_1|phase_current_2,256000|256000|256000,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0027588059374636436,3.9972411940625365,True,
D:\code\putest\PU-dataset-main\K002\K002\N15_M01_F10_K002_1.mat,K002,0,N15,01,10,1,vibration_1|phase_current_1|phase_current_2,261265|261265|261265,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.0027934514073759777,3.997206548592624,True,
D:\code\putest\PU-dataset-main\K002\K002\N15_M01_F10_K002_10.mat,K002,0,N15,01,10,10,vibration_1|phase_current_1|phase_current_2,291847|291847|291847,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002634766600740472,3.9973652333992593,True,
D:\code\putest\PU-dataset-main\K002\K002\N15_M01_F10_K002_11.mat,K002,0,N15,01,10,11,vibration_1|phase_current_1|phase_current_2,256004|256004|256004,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.00270405754056514,3.9972959424594348,True,
D:\code\putest\PU-dataset-main\K002\K002\N15_M01_F10_K002_12.mat,K002,0,N15,01,10,12,vibration_1|phase_current_1|phase_current_2,256001|256001|256001,HostService|HostService|HostService,2|2|2,True,True,HostService,-0.002715178308685149,3.997284821691315,True,
