sample_id,source_file,bearing_id,label,condition,run_id,window_index,window_start,window_end,signal_length,sampling_raster,start_timestamp,stop_timestamp
K001_N09_M07_F10_run11_w04,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_11.mat,K001,0,N09_M07_F10,11,4,112910,114958,256096,HostService,0.993755234268537,4.993755234268537
K001_N09_M07_F10_run11_w05,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_11.mat,K001,0,N09_M07_F10,11,5,141138,143186,256096,HostService,0.993755234268537,4.993755234268537
K001_N09_M07_F10_run11_w06,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_11.mat,K001,0,N09_M07_F10,11,6,169365,171413,256096,HostService,0.993755234268537,4.993755234268537
K001_N09_M07_F10_run11_w07,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_11.mat,K001,0,N09_M07_F10,11,7,197593,199641,256096,HostService,0.993755234268537,4.993755234268537
K001_N09_M07_F10_run11_w08,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_11.mat,K001,0,N09_M07_F10,11,8,225820,227868,256096,HostService,0.993755234268537,4.993755234268537
K001_N09_M07_F10_run11_w09,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_11.mat,K001,0,N09_M07_F10,11,9,254048,256096,256096,HostService,0.993755234268537,4.993755234268537
K001_N09_M07_F10_run12_w00,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_12.mat,K001,0,N09_M07_F10,12,0,0,2048,256000,HostService,-0.0030526639058528855,3.996947336094147
K001_N09_M07_F10_run12_w01,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_12.mat,K001,0,N09_M07_F10,12,1,28217,30265,256000,HostService,-0.0030526639058528855,3.996947336094147
K001_N09_M07_F10_run12_w02,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_12.mat,K001,0,N09_M07_F10,12,2,56434,58482,256000,HostService,-0.0030526639058528855,3.996947336094147
K001_N09_M07_F10_run12_w03,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_12.mat,K001,0,N09_M07_F10,12,3,84651,86699,256000,HostService,-0.0030526639058528855,3.996947336094147
K001_N09_M07_F10_run12_w04,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_12.mat,K001,0,N09_M07_F10,12,4,112868,114916,256000,HostService,-0.0030526639058528855,3.996947336094147
K001_N09_M07_F10_run12_w05,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_12.mat,K001,0,N09_M07_F10,12,5,141084,143132,256000,HostService,-0.0030526639058528855,3.996947336094147
K001_N09_M07_F10_run12_w06,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_12.mat,K001,0,N09_M07_F10,12,6,169301,171349,256000,HostService,-0.0030526639058528855,3.996947336094147
K001_N09_M07_F10_run12_w07,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_12.mat,K001,0,N09_M07_F10,12,7,197518,199566,256000,HostService,-0.0030526639058528855,3.996947336094147
K001_N09_M07_F10_run12_w08,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_12.mat,K001,0,N09_M07_F10,12,8,225735,227783,256000,HostService,-0.0030526639058528855,3.996947336094147
K001_N09_M07_F10_run12_w09,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_12.mat,K001,0,N09_M07_F10,12,9,253952,256000,256000,HostService,-0.0030526639058528855,3.996947336094147
K001_N09_M07_F10_run13_w00,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_13.mat,K001,0,N09_M07_F10,13,0,0,2048,256000,HostService,-0.0026826829224477085,3.9973173170775524
K001_N09_M07_F10_run13_w01,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_13.mat,K001,0,N09_M07_F10,13,1,28217,30265,256000,HostService,-0.0026826829224477085,3.9973173170775524
K001_N09_M07_F10_run13_w02,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_13.mat,K001,0,N09_M07_F10,13,2,56434,58482,256000,HostService,-0.0026826829224477085,3.9973173170775524
K001_N09_M07_F10_run13_w03,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_13.mat,K001,0,N09_M07_F10,13,3,84651,86699,256000,HostService,-0.0026826829224477085,3.9973173170775524
K001_N09_M07_F10_run13_w04,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_13.mat,K001,0,N09_M07_F10,13,4,112868,114916,256000,HostService,-0.0026826829224477085,3.9973173170775524
K001_N09_M07_F10_run13_w05,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_13.mat,K001,0,N09_M07_F10,13,5,141084,143132,256000,HostService,-0.0026826829224477085,3.9973173170775524
K001_N09_M07_F10_run13_w06,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_13.mat,K001,0,N09_M07_F10,13,6,169301,171349,256000,HostService,-0.0026826829224477085,3.9973173170775524
K001_N09_M07_F10_run13_w07,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_13.mat,K001,0,N09_M07_F10,13,7,197518,199566,256000,HostService,-0.0026826829224477085,3.9973173170775524
K001_N09_M07_F10_run13_w08,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_13.mat,K001,0,N09_M07_F10,13,8,225735,227783,256000,HostService,-0.0026826829224477085,3.9973173170775524
K001_N09_M07_F10_run13_w09,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_13.mat,K001,0,N09_M07_F10,13,9,253952,256000,256000,HostService,-0.0026826829224477085,3.9973173170775524
K001_N09_M07_F10_run14_w00,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_14.mat,K001,0,N09_M07_F10,14,0,0,2048,256002,HostService,-0.0027190394352678707,3.997280960564732
K001_N09_M07_F10_run14_w01,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_14.mat,K001,0,N09_M07_F10,14,1,28217,30265,256002,HostService,-0.0027190394352678707,3.997280960564732
K001_N09_M07_F10_run14_w02,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_14.mat,K001,0,N09_M07_F10,14,2,56434,58482,256002,HostService,-0.0027190394352678707,3.997280960564732
K001_N09_M07_F10_run14_w03,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_14.mat,K001,0,N09_M07_F10,14,3,84651,86699,256002,HostService,-0.0027190394352678707,3.997280960564732
K001_N09_M07_F10_run14_w04,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_14.mat,K001,0,N09_M07_F10,14,4,112868,114916,256002,HostService,-0.0027190394352678707,3.997280960564732
K001_N09_M07_F10_run14_w05,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_14.mat,K001,0,N09_M07_F10,14,5,141086,143134,256002,HostService,-0.0027190394352678707,3.997280960564732
K001_N09_M07_F10_run14_w06,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_14.mat,K001,0,N09_M07_F10,14,6,169303,171351,256002,HostService,-0.0027190394352678707,3.997280960564732
K001_N09_M07_F10_run14_w07,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_14.mat,K001,0,N09_M07_F10,14,7,197520,199568,256002,HostService,-0.0027190394352678707,3.997280960564732
K001_N09_M07_F10_run14_w08,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_14.mat,K001,0,N09_M07_F10,14,8,225737,227785,256002,HostService,-0.0027190394352678707,3.997280960564732
K001_N09_M07_F10_run14_w09,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_14.mat,K001,0,N09_M07_F10,14,9,253954,256002,256002,HostService,-0.0027190394352678707,3.997280960564732
K001_N09_M07_F10_run15_w00,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_15.mat,K001,0,N09_M07_F10,15,0,0,2048,256001,HostService,-0.0029602755909216506,3.9970397244090785
K001_N09_M07_F10_run15_w01,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_15.mat,K001,0,N09_M07_F10,15,1,28217,30265,256001,HostService,-0.0029602755909216506,3.9970397244090785
K001_N09_M07_F10_run15_w02,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_15.mat,K001,0,N09_M07_F10,15,2,56434,58482,256001,HostService,-0.0029602755909216506,3.9970397244090785
K001_N09_M07_F10_run15_w03,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_15.mat,K001,0,N09_M07_F10,15,3,84651,86699,256001,HostService,-0.0029602755909216506,3.9970397244090785
K001_N09_M07_F10_run15_w04,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_15.mat,K001,0,N09_M07_F10,15,4,112868,114916,256001,HostService,-0.0029602755909216506,3.9970397244090785
K001_N09_M07_F10_run15_w05,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_15.mat,K001,0,N09_M07_F10,15,5,141085,143133,256001,HostService,-0.0029602755909216506,3.9970397244090785
K001_N09_M07_F10_run15_w06,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_15.mat,K001,0,N09_M07_F10,15,6,169302,171350,256001,HostService,-0.0029602755909216506,3.9970397244090785
K001_N09_M07_F10_run15_w07,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_15.mat,K001,0,N09_M07_F10,15,7,197519,199567,256001,HostService,-0.0029602755909216506,3.9970397244090785
K001_N09_M07_F10_run15_w08,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_15.mat,K001,0,N09_M07_F10,15,8,225736,227784,256001,HostService,-0.0029602755909216506,3.9970397244090785
K001_N09_M07_F10_run15_w09,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_15.mat,K001,0,N09_M07_F10,15,9,253953,256001,256001,HostService,-0.0029602755909216506,3.9970397244090785
K001_N09_M07_F10_run16_w00,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_16.mat,K001,0,N09_M07_F10,16,0,0,2048,256001,HostService,-0.0028332416578912027,3.9971667583421087
K001_N09_M07_F10_run16_w01,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_16.mat,K001,0,N09_M07_F10,16,1,28217,30265,256001,HostService,-0.0028332416578912027,3.9971667583421087
K001_N09_M07_F10_run16_w02,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_16.mat,K001,0,N09_M07_F10,16,2,56434,58482,256001,HostService,-0.0028332416578912027,3.9971667583421087
K001_N09_M07_F10_run16_w03,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_16.mat,K001,0,N09_M07_F10,16,3,84651,86699,256001,HostService,-0.0028332416578912027,3.9971667583421087
K001_N09_M07_F10_run16_w04,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_16.mat,K001,0,N09_M07_F10,16,4,112868,114916,256001,HostService,-0.0028332416578912027,3.9971667583421087
K001_N09_M07_F10_run16_w05,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_16.mat,K001,0,N09_M07_F10,16,5,141085,143133,256001,HostService,-0.0028332416578912027,3.9971667583421087
K001_N09_M07_F10_run16_w06,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_16.mat,K001,0,N09_M07_F10,16,6,169302,171350,256001,HostService,-0.0028332416578912027,3.9971667583421087
K001_N09_M07_F10_run16_w07,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_16.mat,K001,0,N09_M07_F10,16,7,197519,199567,256001,HostService,-0.0028332416578912027,3.9971667583421087
K001_N09_M07_F10_run16_w08,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_16.mat,K001,0,N09_M07_F10,16,8,225736,227784,256001,HostService,-0.0028332416578912027,3.9971667583421087
K001_N09_M07_F10_run16_w09,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_16.mat,K001,0,N09_M07_F10,16,9,253953,256001,256001,HostService,-0.0028332416578912027,3.9971667583421087
K001_N09_M07_F10_run17_w00,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_17.mat,K001,0,N09_M07_F10,17,0,0,2048,256001,HostService,-0.0026882433302907924,3.9973117566697094
K001_N09_M07_F10_run17_w01,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_17.mat,K001,0,N09_M07_F10,17,1,28217,30265,256001,HostService,-0.0026882433302907924,3.9973117566697094
K001_N09_M07_F10_run17_w02,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_17.mat,K001,0,N09_M07_F10,17,2,56434,58482,256001,HostService,-0.0026882433302907924,3.9973117566697094
K001_N09_M07_F10_run17_w03,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_17.mat,K001,0,N09_M07_F10,17,3,84651,86699,256001,HostService,-0.0026882433302907924,3.9973117566697094
K001_N09_M07_F10_run17_w04,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_17.mat,K001,0,N09_M07_F10,17,4,112868,114916,256001,HostService,-0.0026882433302907924,3.9973117566697094
K001_N09_M07_F10_run17_w05,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_17.mat,K001,0,N09_M07_F10,17,5,141085,143133,256001,HostService,-0.0026882433302907924,3.9973117566697094
K001_N09_M07_F10_run17_w06,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_17.mat,K001,0,N09_M07_F10,17,6,169302,171350,256001,HostService,-0.0026882433302907924,3.9973117566697094
K001_N09_M07_F10_run17_w07,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_17.mat,K001,0,N09_M07_F10,17,7,197519,199567,256001,HostService,-0.0026882433302907924,3.9973117566697094
K001_N09_M07_F10_run17_w08,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_17.mat,K001,0,N09_M07_F10,17,8,225736,227784,256001,HostService,-0.0026882433302907924,3.9973117566697094
K001_N09_M07_F10_run17_w09,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_17.mat,K001,0,N09_M07_F10,17,9,253953,256001,256001,HostService,-0.0026882433302907924,3.9973117566697094
K001_N09_M07_F10_run18_w00,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_18.mat,K001,0,N09_M07_F10,18,0,0,2048,256000,HostService,-0.002823404013245747,3.9971765959867542
K001_N09_M07_F10_run18_w01,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_18.mat,K001,0,N09_M07_F10,18,1,28217,30265,256000,HostService,-0.002823404013245747,3.9971765959867542
K001_N09_M07_F10_run18_w02,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_18.mat,K001,0,N09_M07_F10,18,2,56434,58482,256000,HostService,-0.002823404013245747,3.9971765959867542
K001_N09_M07_F10_run18_w03,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_18.mat,K001,0,N09_M07_F10,18,3,84651,86699,256000,HostService,-0.002823404013245747,3.9971765959867542
K001_N09_M07_F10_run18_w04,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_18.mat,K001,0,N09_M07_F10,18,4,112868,114916,256000,HostService,-0.002823404013245747,3.9971765959867542
K001_N09_M07_F10_run18_w05,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_18.mat,K001,0,N09_M07_F10,18,5,141084,143132,256000,HostService,-0.002823404013245747,3.9971765959867542
K001_N09_M07_F10_run18_w06,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_18.mat,K001,0,N09_M07_F10,18,6,169301,171349,256000,HostService,-0.002823404013245747,3.9971765959867542
K001_N09_M07_F10_run18_w07,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_18.mat,K001,0,N09_M07_F10,18,7,197518,199566,256000,HostService,-0.002823404013245747,3.9971765959867542
K001_N09_M07_F10_run18_w08,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_18.mat,K001,0,N09_M07_F10,18,8,225735,227783,256000,HostService,-0.002823404013245747,3.9971765959867542
K001_N09_M07_F10_run18_w09,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_18.mat,K001,0,N09_M07_F10,18,9,253952,256000,256000,HostService,-0.002823404013245747,3.9971765959867542
K001_N09_M07_F10_run19_w00,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_19.mat,K001,0,N09_M07_F10,19,0,0,2048,256001,HostService,-0.0025222865423587594,3.9974777134576414
K001_N09_M07_F10_run19_w01,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_19.mat,K001,0,N09_M07_F10,19,1,28217,30265,256001,HostService,-0.0025222865423587594,3.9974777134576414
K001_N09_M07_F10_run19_w02,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_19.mat,K001,0,N09_M07_F10,19,2,56434,58482,256001,HostService,-0.0025222865423587594,3.9974777134576414
K001_N09_M07_F10_run19_w03,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_19.mat,K001,0,N09_M07_F10,19,3,84651,86699,256001,HostService,-0.0025222865423587594,3.9974777134576414
K001_N09_M07_F10_run19_w04,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_19.mat,K001,0,N09_M07_F10,19,4,112868,114916,256001,HostService,-0.0025222865423587594,3.9974777134576414
K001_N09_M07_F10_run19_w05,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_19.mat,K001,0,N09_M07_F10,19,5,141085,143133,256001,HostService,-0.0025222865423587594,3.9974777134576414
K001_N09_M07_F10_run19_w06,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_19.mat,K001,0,N09_M07_F10,19,6,169302,171350,256001,HostService,-0.0025222865423587594,3.9974777134576414
K001_N09_M07_F10_run19_w07,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_19.mat,K001,0,N09_M07_F10,19,7,197519,199567,256001,HostService,-0.0025222865423587594,3.9974777134576414
K001_N09_M07_F10_run19_w08,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_19.mat,K001,0,N09_M07_F10,19,8,225736,227784,256001,HostService,-0.0025222865423587594,3.9974777134576414
K001_N09_M07_F10_run19_w09,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_19.mat,K001,0,N09_M07_F10,19,9,253953,256001,256001,HostService,-0.0025222865423587594,3.9974777134576414
K001_N09_M07_F10_run02_w00,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_2.mat,K001,0,N09_M07_F10,2,0,0,2048,256001,HostService,-0.004057814554410301,3.99594218544559
K001_N09_M07_F10_run02_w01,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_2.mat,K001,0,N09_M07_F10,2,1,28217,30265,256001,HostService,-0.004057814554410301,3.99594218544559
K001_N09_M07_F10_run02_w02,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_2.mat,K001,0,N09_M07_F10,2,2,56434,58482,256001,HostService,-0.004057814554410301,3.99594218544559
K001_N09_M07_F10_run02_w03,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_2.mat,K001,0,N09_M07_F10,2,3,84651,86699,256001,HostService,-0.004057814554410301,3.99594218544559
K001_N09_M07_F10_run02_w04,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_2.mat,K001,0,N09_M07_F10,2,4,112868,114916,256001,HostService,-0.004057814554410301,3.99594218544559
K001_N09_M07_F10_run02_w05,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_2.mat,K001,0,N09_M07_F10,2,5,141085,143133,256001,HostService,-0.004057814554410301,3.99594218544559
K001_N09_M07_F10_run02_w06,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_2.mat,K001,0,N09_M07_F10,2,6,169302,171350,256001,HostService,-0.004057814554410301,3.99594218544559
K001_N09_M07_F10_run02_w07,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_2.mat,K001,0,N09_M07_F10,2,7,197519,199567,256001,HostService,-0.004057814554410301,3.99594218544559
K001_N09_M07_F10_run02_w08,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_2.mat,K001,0,N09_M07_F10,2,8,225736,227784,256001,HostService,-0.004057814554410301,3.99594218544559
K001_N09_M07_F10_run02_w09,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_2.mat,K001,0,N09_M07_F10,2,9,253953,256001,256001,HostService,-0.004057814554410301,3.99594218544559
K001_N09_M07_F10_run20_w00,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_20.mat,K001,0,N09_M07_F10,20,0,0,2048,256001,HostService,-0.00290082199936868,3.9970991780006315
K001_N09_M07_F10_run20_w01,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_20.mat,K001,0,N09_M07_F10,20,1,28217,30265,256001,HostService,-0.00290082199936868,3.9970991780006315
K001_N09_M07_F10_run20_w02,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_20.mat,K001,0,N09_M07_F10,20,2,56434,58482,256001,HostService,-0.00290082199936868,3.9970991780006315
K001_N09_M07_F10_run20_w03,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_20.mat,K001,0,N09_M07_F10,20,3,84651,86699,256001,HostService,-0.00290082199936868,3.9970991780006315
K001_N09_M07_F10_run20_w04,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_20.mat,K001,0,N09_M07_F10,20,4,112868,114916,256001,HostService,-0.00290082199936868,3.9970991780006315
K001_N09_M07_F10_run20_w05,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_20.mat,K001,0,N09_M07_F10,20,5,141085,143133,256001,HostService,-0.00290082199936868,3.9970991780006315
K001_N09_M07_F10_run20_w06,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_20.mat,K001,0,N09_M07_F10,20,6,169302,171350,256001,HostService,-0.00290082199936868,3.9970991780006315
K001_N09_M07_F10_run20_w07,D:\code\putest\PU-dataset-main\K001\K001\N09_M07_F10_K001_20.mat,K001,0,N09_M07_F10,20,7,197519,199567,256001,HostService,-0.00290082199936868,3.9970991780006315
